省级	地市级	区划代码	地名	区划级别	省会	批注
苏		320722	东海县	县区		
苏		320723	灌云县	县区		
苏		320724	灌南县	县区		
苏	淮安市	320800	淮安市	地市级		
苏		320803	淮安区	县区		
苏		320804	淮阴区	县区		
苏		320812	清江浦区	县区		
苏		320813	洪泽区	县区		
苏		320826	涟水县	县区		
苏		320830	盱眙县	县区		
苏		320831	金湖县	县区		
苏	盐城市	320900	盐城市	地市级		
苏		320902	亭湖区	县区		
苏		320903	盐都区	县区		
苏		320904	大丰区	县区		
苏		320921	响水县	县区		
苏		320922	滨海县	县区		
苏		320923	阜宁县	县区		
苏		320924	射阳县	县区		
苏		320925	建湖县	县区		
苏		320981	东台市	县区		
苏	扬州市	321000	扬州市	地市级		
苏		321002	广陵区	县区		
苏		321003	邗江区	县区		
苏		321012	江都区	县区		
苏		321023	宝应县	县区		
苏		321081	仪征市	县区		
苏		321084	高邮市	县区		
苏	镇江市	321100	镇江市	地市级		
苏		321102	京口区	县区		
苏		321111	润州区	县区		
苏		321112	丹徒区	县区		
苏		321181	丹阳市	县区		
苏		321182	扬中市	县区		
苏		321183	句容市	县区		
苏	泰州市	321200	泰州市	地市级		
苏		321202	海陵区	县区		
苏		321203	高港区	县区		
苏		321204	姜堰区	县区		
苏		321281	兴化市	县区		
苏		321282	靖江市	县区		
苏		321283	泰兴市	县区		
苏	宿迁市	321300	宿迁市	地市级		
苏		321302	宿城区	县区		
苏		321311	宿豫区	县区		
苏		321322	沭阳县	县区		
苏		321323	泗阳县	县区		
苏		321324	泗洪县	县区		
浙		330000	浙江省	省级		
浙	杭州市	330100	杭州市	副省级	√	
浙		330102	上城区	县区		
浙		330103	下城区	县区		
浙		330104	江干区	县区		
浙		330105	拱墅区	县区		
浙		330106	西湖区	县区		
浙		330108	滨江区	县区		
浙		330109	萧山区	县区		
浙		330110	余杭区	县区		
浙		330111	富阳区	县区		
浙		330112	临安区	县区		
浙		330122	桐庐县	县区		
浙		330127	淳安县	县区		
浙		330182	建德市	县区		
浙	宁波市	330200	宁波市	副省级		
浙		330203	海曙区	县区		
浙		330205	江北区	县区		
浙		330206	北仑区	县区		
浙		330211	镇海区	县区		
浙		330212	鄞州区	县区		
浙		330213	奉化区	县区		
浙		330225	象山县	县区		
浙		330226	宁海县	县区		
浙		330281	余姚市	县区		
浙		330282	慈溪市	县区		
浙	温州市	330300	温州市	地市级		
浙		330302	鹿城区	县区		
浙		330303	龙湾区	县区		
浙		330304	瓯海区	县区		
浙		330305	洞头区	县区		
浙		330324	永嘉县	县区		
浙		330326	平阳县	县区		
浙		330327	苍南县	县区		
浙		330328	文成县	县区		
浙		330329	泰顺县	县区		
浙		330381	瑞安市	县区		
浙		330382	乐清市	县区		
浙		330383	龙港市	县区		
浙	嘉兴市	330400	嘉兴市	地市级		
浙		330402	南湖区	县区		
浙		330411	秀洲区	县区		
浙		330421	嘉善县	县区		
浙		330424	海盐县	县区		
浙		330481	海宁市	县区		
浙		330482	平湖市	县区		
浙		330483	桐乡市	县区		
浙	湖州市	330500	湖州市	地市级		
浙		330502	吴兴区	县区		
浙		330503	南浔区	县区		
浙		330521	德清县	县区		
浙		330522	长兴县	县区		
浙		330523	安吉县	县区		绿水青山就是金山银山
浙	绍兴市	330600	绍兴市	地市级		
浙		330602	越城区	县区		
浙		330603	柯桥区	县区		
浙		330604	上虞区	县区		
浙		330624	新昌县	县区		
浙		330681	诸暨市	县区		
浙		330683	嵊州市	县区		
浙	金华市	330700	金华市	地市级		
浙		330702	婺城区	县区		
浙		330703	金东区	县区		
浙		330723	武义县	县区		
浙		330726	浦江县	县区		
浙		330727	磐安县	县区		
浙		330781	兰溪市	县区		
浙		330782	义乌市	县区		
浙		330783	东阳市	县区		
浙		330784	永康市	县区		
浙	衢州市	330800	衢州市	地市级		
浙		330802	柯城区	县区		
浙		330803	衢江区	县区		
浙		330822	常山县	县区		
浙		330824	开化县	县区		
浙		330825	龙游县	县区		
浙		330881	江山市	县区		
浙	舟山市	330900	舟山市	地市级		
浙		330902	定海区	县区		
浙		330903	普陀区	县区		
浙		330921	岱山县	县区		
浙		330922	嵊泗县	县区		
浙	台州市	331000	台州市	地市级		
浙		331002	椒江区	县区		
浙		331003	黄岩区	县区		
浙		331004	路桥区	县区		
浙		331022	三门县	县区		
浙		331023	天台县	县区		
浙		331024	仙居县	县区		
浙		331081	温岭市	县区		
浙		331082	临海市	县区		
浙		331083	玉环市	县区		
浙	丽水市	331100	丽水市	地市级		
浙		331102	莲都区	县区		
浙		331121	青田县	县区		
浙		331122	缙云县	县区		
浙		331123	遂昌县	县区		
浙		331124	松阳县	县区		
浙		331125	云和县	县区		
浙		331126	庆元县	县区		
浙		331127	景宁畲族自治县	县区		
浙		331181	龙泉市	县区		
皖		340000	安徽省	省级		
皖	合肥市	340100	合肥市	地市级	√	
皖		340102	瑶海区	县区		
皖		340103	庐阳区	县区		
皖		340104	蜀山区	县区		
皖		340111	包河区	县区		
皖		340121	长丰县	县区		
皖		340122	肥东县	县区		
皖		340123	肥西县	县区		
皖		340124	庐江县	县区		
皖		340181	巢湖市	县区		
皖	芜湖市	340200	芜湖市	地市级		
皖		340202	镜湖区	县区		
皖		340207	鸠江区	县区		
皖		340209	弋江区	县区		
皖		340210	湾沚区	县区		
皖		340212	繁昌区	县区		
皖		340223	南陵县	县区		
皖		340281	无为市	县区		
皖	蚌埠市	340300	蚌埠市	地市级		
皖		340302	龙子湖区	县区		
皖		340303	蚌山区	县区		
皖		340304	禹会区	县区		
皖		340311	淮上区	县区		
皖		340321	怀远县	县区		
皖		340322	五河县	县区		
皖		340323	固镇县	县区		
皖	淮南市	340400	淮南市	地市级		
皖		340402	大通区	县区		
皖		340403	田家庵区	县区		
皖		340404	谢家集区	县区		
皖		340405	八公山区	县区		
皖		340406	潘集区	县区		
皖		340421	凤台县	县区		
皖		340422	寿县	县区		
皖	马鞍山市	340500	马鞍山市	地市级		
皖		340503	花山区	县区		
皖		340504	雨山区	县区		
皖		340506	博望区	县区		
皖		340521	当涂县	县区		
皖		340522	含山县	县区		
皖		340523	和县	县区		
皖	淮北市	340600	淮北市	地市级		
皖		340602	杜集区	县区		
皖		340603	相山区	县区		
皖		340604	烈山区	县区		
皖		340621	濉溪县	县区		
皖	铜陵市	340700	铜陵市	地市级		
皖		340705	铜官区	县区		
皖		340706	义安区	县区		
皖		340711	郊区	县区		
皖		340722	枞阳县	县区		
皖	安庆市	340800	安庆市	地市级		
皖		340802	迎江区	县区		
皖		340803	大观区	县区		
皖		340811	宜秀区	县区		
皖		340822	怀宁县	县区		
皖		340825	太湖县	县区		
皖		340826	宿松县	县区		
皖		340827	望江县	县区		
皖		340828	岳西县	县区		
皖		340881	桐城市	县区		
皖		340882	潜山市	县区		
皖	黄山市	341000	黄山市	地市级		
皖		341002	屯溪区	县区		
皖		341003	黄山区	县区		
皖		341004	徽州区	县区		
皖		341021	歙县	县区		
皖		341022	休宁县	县区		
皖		341023	黟县	县区		
皖		341024	祁门县	县区		
皖	滁州市	341100	滁州市	地市级		
皖		341102	琅琊区	县区		
皖		341103	南谯区	县区		
皖		341122	来安县	县区		
皖		341124	全椒县	县区		
皖		341125	定远县	县区		
皖		341126	凤阳县	县区		
皖		341181	天长市	县区		
皖		341182	明光市	县区		
皖	阜阳市	341200	阜阳市	地市级		
皖		341202	颍州区	县区		
皖		341203	颍东区	县区		
皖		341204	颍泉区	县区		
皖		341221	临泉县	县区		
皖		341222	太和县	县区		
皖		341225	阜南县	县区		
皖		341226	颍上县	县区		
皖		341282	界首市	县区		
皖	宿州市	341300	宿州市	地市级		
皖		341302	埇桥区	县区		
皖		341321	砀山县	县区		
皖		341322	萧县	县区		
皖		341323	灵璧县	县区		
皖		341324	泗县	县区		
皖	六安市	341500	六安市	地市级		
皖		341502	金安区	县区		
皖		341503	裕安区	县区		
皖		341504	叶集区	县区		
皖		341522	霍邱县	县区		
皖		341523	舒城县	县区		
皖		341524	金寨县	县区		
皖		341525	霍山县	县区		大别山
皖	亳州市	341600	亳州市	地市级		
皖		341602	谯城区	县区		
皖		341621	涡阳县	县区		
皖		341622	蒙城县	县区		
皖		341623	利辛县	县区		
皖	池州市	341700	池州市	地市级		
皖		341702	贵池区	县区		
皖		341721	东至县	县区		
皖		341722	石台县	县区		
皖		341723	青阳县	县区		
皖	宣城市	341800	宣城市	地市级		
皖		341802	宣州区	县区		
皖		341821	郎溪县	县区		
皖		341823	泾县	县区		
皖		341824	绩溪县	县区		
皖		341825	旌德县	县区		
皖		341881	宁国市	县区		
皖		341882	广德市	县区		
闽		350000	福建省	省级		
闽	福州市	350100	福州市	地市级	√	
闽		350102	鼓楼区	县区		
闽		350103	台江区	县区		
闽		350104	仓山区	县区		
闽		350105	马尾区	县区		
闽		350111	晋安区	县区		
闽		350112	长乐区	县区		
闽		350121	闽侯县	县区		
闽		350122	连江县	县区		
闽		350123	罗源县	县区		
闽		350124	闽清县	县区		
闽		350125	永泰县	县区		
闽		350128	平潭县	县区		
闽		350181	福清市	县区		
闽	厦门市	350200	厦门市	副省级		
闽		350203	思明区	县区		
闽		350205	海沧区	县区		
闽		350206	湖里区	县区		
闽		350211	集美区	县区		
闽		350212	同安区	县区		
闽		350213	翔安区	县区		
闽	莆田市	350300	莆田市	地市级		
闽		350302	城厢区	县区		
闽		350303	涵江区	县区		
闽		350304	荔城区	县区		
闽		350305	秀屿区	县区		
闽		350322	仙游县	县区		
闽	三明市	350400	三明市	地市级		
闽		350402	梅列区	县区		
闽		350403	三元区	县区		
闽		350421	明溪县	县区		
闽		350423	清流县	县区		
闽		350424	宁化县	县区		
闽		350425	大田县	县区		
闽		350426	尤溪县	县区		
闽		350427	沙县	县区		
闽		350428	将乐县	县区		
闽		350429	泰宁县	县区		
闽		350430	建宁县	县区		
闽		350481	永安市	县区		
闽	泉州市	350500	泉州市	地市级		
闽		350502	鲤城区	县区		
闽		350503	丰泽区	县区		
闽		350504	洛江区	县区		
闽		350505	泉港区	县区		
闽		350521	惠安县	县区		
闽		350524	安溪县	县区		
闽		350525	永春县	县区		
闽		350526	德化县	县区		
闽		350527	金门县	县区		
闽		350581	石狮市	县区		
闽		350582	晋江市	县区		
闽		350583	南安市	县区		
闽	漳州市	350600	漳州市	地市级		
闽		350602	芗城区	县区		
闽		350603	龙文区	县区		
闽		350622	云霄县	县区		
闽		350623	漳浦县	县区		
闽		350624	诏安县	县区		
闽		350625	长泰县	县区		
闽		350626	东山县	县区		
闽		350627	南靖县	县区		
闽		350628	平和县	县区		
闽		350629	华安县	县区		
闽		350681	龙海市	县区		
闽	南平市	350700	南平市	地市级		
闽		350702	延平区	县区		
闽		350703	建阳区	县区		
闽		350721	顺昌县	县区		
闽		350722	浦城县	县区		
闽		350723	光泽县	县区		
闽		350724	松溪县	县区		
闽		350725	政和县	县区		
闽		350781	邵武市	县区		
闽		350782	武夷山市	县区		
闽		350783	建瓯市	县区		
闽	龙岩市	350800	龙岩市	地市级		
闽		350802	新罗区	县区		
闽		350803	永定区	县区		
闽		350821	长汀县	县区		
闽		350823	上杭县	县区		
闽		350824	武平县	县区		
闽		350825	连城县	县区		
闽		350881	漳平市	县区		
闽	宁德市	350900	宁德市	地市级		
闽		350902	蕉城区	县区		
闽		350921	霞浦县	县区		
闽		350922	古田县	县区		
闽		350923	屏南县	县区		
闽		350924	寿宁县	县区		
闽		350925	周宁县	县区		
闽		350926	柘荣县	县区		
闽		350981	福安市	县区		
闽		350982	福鼎市	县区		
赣		360000	江西省	省级		
赣	南昌市	360100	南昌市	地市级	√	
赣		360102	东湖区	县区		
赣		360103	西湖区	县区		
赣		360104	青云谱区	县区		
赣		360111	青山湖区	县区		
赣		360112	新建区	县区		
赣		360113	红谷滩区	县区		
赣		360121	南昌县	县区		
赣		360123	安义县	县区		
赣		360124	进贤县	县区		
赣	景德镇市	360200	景德镇市	地市级		
赣		360202	昌江区	县区		
赣		360203	珠山区	县区		
赣		360222	浮梁县	县区		
赣		360281	乐平市	县区		
赣	萍乡市	360300	萍乡市	地市级		
赣		360302	安源区	县区		
赣		360313	湘东区	县区		
赣		360321	莲花县	县区		
赣		360322	上栗县	县区		
赣		360323	芦溪县	县区		
赣	九江市	360400	九江市	地市级		
赣		360402	濂溪区	县区		
赣		360403	浔阳区	县区		
赣		360404	柴桑区	县区		
赣		360423	武宁县	县区		
赣		360424	修水县	县区		
赣		360425	永修县	县区		
赣		360426	德安县	县区		
赣		360428	都昌县	县区		
赣		360429	湖口县	县区		
赣		360430	彭泽县	县区		
赣		360481	瑞昌市	县区		
赣		360482	共青城市	县区		
赣		360483	庐山市	县区		
赣	新余市	360500	新余市	地市级		
赣		360502	渝水区	县区		
赣		360521	分宜县	县区		
赣	鹰潭市	360600	鹰潭市	地市级		
赣		360602	月湖区	县区		
赣		360603	余江区	县区		
赣		360681	贵溪市	县区		
赣	赣州市	360700	赣州市	地市级		
赣		360702	章贡区	县区		
赣		360703	南康区	县区		
赣		360704	赣县区	县区		
赣		360722	信丰县	县区		
赣		360723	大余县	县区		
赣		360724	上犹县	县区		
赣		360725	崇义县	县区		
赣		360726	安远县	县区		
赣		360728	定南县	县区		
赣		360729	全南县	县区		
赣		360730	宁都县	县区		
赣		360731	于都县	县区		
赣		360732	兴国县	县区		
赣		360733	会昌县	县区		
赣		360734	寻乌县	县区		
赣		360735	石城县	县区		
赣		360781	瑞金市	县区		
赣		360783	龙南市	县区		
赣	吉安市	360800	吉安市	地市级		
赣		360802	吉州区	县区		
赣		360803	青原区	县区		
赣		360821	吉安县	县区		
赣		360822	吉水县	县区		
赣		360823	峡江县	县区		
赣		360824	新干县	县区		
赣		360825	永丰县	县区		
赣		360826	泰和县	县区		
赣		360827	遂川县	县区		
赣		360828	万安县	县区		
赣		360829	安福县	县区		
赣		360830	永新县	县区		
赣		360881	井冈山市	县区		
赣	宜春市	360900	宜春市	地市级		
赣		360902	袁州区	县区		
赣		360921	奉新县	县区		
赣		360922	万载县	县区		
赣		360923	上高县	县区		
赣		360924	宜丰县	县区		
赣		360925	靖安县	县区		
赣		360926	铜鼓县	县区		
赣		360981	丰城市	县区		
赣		360982	樟树市	县区		
赣		360983	高安市	县区		
赣	抚州市	361000	抚州市	地市级		
赣		361002	临川区	县区		
赣		361003	东乡区	县区		
赣		361021	南城县	县区		
赣		361022	黎川县	县区		
赣		361023	南丰县	县区		
赣		361024	崇仁县	县区		
赣		361025	乐安县	县区		
赣		361026	宜黄县	县区		
赣		361027	金溪县	县区		
赣		361028	资溪县	县区		
赣		361030	广昌县	县区		
赣	上饶市	361100	上饶市	地市级		
赣		361102	信州区	县区		
赣		361103	广丰区	县区		
赣		361104	广信区	县区		
赣		361123	玉山县	县区		
赣		361124	铅山县	县区		
赣		361125	横峰县	县区		
赣		361126	弋阳县	县区		
赣		361127	余干县	县区		
赣		361128	鄱阳县	县区		
赣		361129	万年县	县区		
赣		361130	婺源县	县区		
赣		361181	德兴市	县区		
鲁		370000	山东省	省级		
鲁	济南市	370100	济南市	副省级	√	
鲁		370102	历下区	县区		
鲁		370103	市中区	县区		
鲁		370104	槐荫区	县区		
鲁		370105	天桥区	县区		
鲁		370112	历城区	县区		
鲁		370113	长清区	县区		
鲁		370114	章丘区	县区		
鲁		370115	济阳区	县区		
鲁		370116	莱芜区	县区		
鲁		370117	钢城区	县区		
鲁		370124	平阴县	县区		
鲁		370126	商河县	县区		
鲁	青岛市	370200	青岛市	副省级		
鲁		370202	市南区	县区		
鲁		370203	市北区	县区		
鲁		370211	黄岛区	县区		
鲁		370212	崂山区	县区		
鲁		370213	李沧区	县区		
鲁		370214	城阳区	县区		
鲁		370215	即墨区	县区		
鲁		370281	胶州市	县区		
鲁		370283	平度市	县区		
鲁		370285	莱西市	县区		
鲁	淄博市	370300	淄博市	地市级		
鲁		370302	淄川区	县区		
鲁		370303	张店区	县区		
鲁		370304	博山区	县区		
鲁		370305	临淄区	县区		
鲁		370306	周村区	县区		
鲁		370321	桓台县	县区		
鲁		370322	高青县	县区		
鲁		370323	沂源县	县区		
鲁	枣庄市	370400	枣庄市	地市级		
鲁		370402	市中区	县区		
鲁		370403	薛城区	县区		
鲁		370404	峄城区	县区		
鲁		370405	台儿庄区	县区		
鲁		370406	山亭区	县区		
鲁		370481	滕州市	县区		
鲁	东营市	370500	东营市	地市级		
鲁		370502	东营区	县区		
鲁		370503	河口区	县区		
鲁		370505	垦利区	县区		
鲁		370522	利津县	县区		
鲁		370523	广饶县	县区		
鲁	烟台市	370600	烟台市	地市级		
鲁		370602	芝罘区	县区		
鲁		370611	福山区	县区		
鲁		370612	牟平区	县区		
鲁		370613	莱山区	县区		
鲁		370614	蓬莱区	县区		
鲁		370681	龙口市	县区		
鲁		370682	莱阳市	县区		
鲁		370683	莱州市	县区		
鲁		370685	招远市	县区		
鲁		370686	栖霞市	县区		
鲁		370687	海阳市	县区		
鲁	潍坊市	370700	潍坊市	地市级		
鲁		370702	潍城区	县区		
鲁		370703	寒亭区	县区		
鲁		370704	坊子区	县区		
鲁		370705	奎文区	县区		
鲁		370724	临朐县	县区		
鲁		370725	昌乐县	县区		
鲁		370781	青州市	县区		
鲁		370782	诸城市	县区		
鲁		370783	寿光市	县区		
鲁		370784	安丘市	县区		
鲁		370785	高密市	县区		
鲁		370786	昌邑市	县区		
鲁	济宁市	370800	济宁市	地市级		
鲁		370811	任城区	县区		
鲁		370812	兖州区	县区		
鲁		370826	微山县	县区		
鲁		370827	鱼台县	县区		
鲁		370828	金乡县	县区		
鲁		370829	嘉祥县	县区		
鲁		370830	汶上县	县区		
鲁		370831	泗水县	县区		
鲁		370832	梁山县	县区		
鲁		370881	曲阜市	县区		
鲁		370883	邹城市	县区		
鲁	泰安市	370900	泰安市	地市级		
鲁		370902	泰山区	县区		
鲁		370911	岱岳区	县区		
鲁		370921	宁阳县	县区		
鲁		370923	东平县	县区		
鲁		370982	新泰市	县区		
鲁		370983	肥城市	县区		
鲁	威海市	371000	威海市	地市级		
鲁		371002	环翠区	县区		
鲁		371003	文登区	县区		
鲁		371082	荣成市	县区		
鲁		371083	乳山市	县区		
鲁	日照市	371100	日照市	地市级		
鲁		371102	东港区	县区		
鲁		371103	岚山区	县区		
鲁		371121	五莲县	县区		
鲁		371122	莒县	县区		
鲁	临沂市	371300	临沂市	地市级		
鲁		371302	兰山区	县区		
鲁		371311	罗庄区	县区		
鲁		371312	河东区	县区		
鲁		371321	沂南县	县区		
鲁		371322	郯城县	县区		
鲁		371323	沂水县	县区		
鲁		371324	兰陵县	县区		
鲁		371325	费县	县区		
鲁		371326	平邑县	县区		
鲁		371327	莒南县	县区		
鲁		371328	蒙阴县	县区		
鲁		371329	临沭县	县区		
鲁	德州市	371400	德州市	地市级		
鲁		371402	德城区	县区		
鲁		371403	陵城区	县区		
鲁		371422	宁津县	县区		
鲁		371423	庆云县	县区		
鲁		371424	临邑县	县区		
鲁		371425	齐河县	县区		
鲁		371426	平原县	县区		
鲁		371427	夏津县	县区		
鲁		371428	武城县	县区		
鲁		371481	乐陵市	县区		
鲁		371482	禹城市	县区		
鲁	聊城市	371500	聊城市	地市级		
鲁		371502	东昌府区	县区		
鲁		371503	茌平区	县区		
鲁		371521	阳谷县	县区		
鲁		371522	莘县	县区		
鲁		371524	东阿县	县区		
鲁		371525	冠县	县区		
鲁		371526	高唐县	县区		
鲁		371581	临清市	县区		
鲁	滨州市	371600	滨州市	地市级		
鲁		371602	滨城区	县区		
鲁		371603	沾化区	县区		
鲁		371621	惠民县	县区		
鲁		371622	阳信县	县区		
鲁		371623	无棣县	县区		
鲁		371625	博兴县	县区		
鲁		371681	邹平市	县区		
鲁	菏泽市	371700	菏泽市	地市级		
鲁		371702	牡丹区	县区		
鲁		371703	定陶区	县区		
鲁		371721	曹县	县区		
鲁		371722	单县	县区		
鲁		371723	成武县	县区		
鲁		371724	巨野县	县区		
鲁		371725	郓城县	县区		
鲁		371726	鄄城县	县区		
鲁		371728	东明县	县区		
豫		410000	河南省	省级		
豫	郑州市	410100	郑州市	地市级	√	
豫		410102	中原区	县区		
豫		410103	二七区	县区		
豫		410104	管城回族区	县区		
豫		410105	金水区	县区		
豫		410106	上街区	县区		
豫		410108	惠济区	县区		
豫		410122	中牟县	县区		
豫		410181	巩义市	县区		
豫		410182	荥阳市	县区		
豫		410183	新密市	县区		
豫		410184	新郑市	县区		
豫		410185	登封市	县区		
豫	开封市	410200	开封市	地市级		
豫		410202	龙亭区	县区		
豫		410203	顺河回族区	县区		
豫		410204	鼓楼区	县区		
豫		410205	禹王台区	县区		
豫		410212	祥符区	县区		
豫		410221	杞县	县区		
豫		410222	通许县	县区		
豫		410223	尉氏县	县区		
豫		410225	兰考县	县区		
豫	洛阳市	410300	洛阳市	地市级		
豫		410302	老城区	县区		
豫		410303	西工区	县区		
豫		410304	瀍河回族区	县区		
豫		410305	涧西区	县区		
豫		410306	吉利区	县区		
豫		410311	洛龙区	县区		
豫		410322	孟津县	县区		
豫		410323	新安县	县区		
豫		410324	栾川县	县区		
豫		410325	嵩县	县区		
豫		410326	汝阳县	县区		
豫		410327	宜阳县	县区		
豫		410328	洛宁县	县区		
豫		410329	伊川县	县区		
豫		410381	偃师市	县区		
豫	平顶山市	410400	平顶山市	地市级		
豫		410402	新华区	县区		
豫		410403	卫东区	县区		
豫		410404	石龙区	县区		
豫		410411	湛河区	县区		
豫		410421	宝丰县	县区		
豫		410422	叶县	县区		
豫		410423	鲁山县	县区		
豫		410425	郏县	县区		
豫		410481	舞钢市	县区		
豫		410482	汝州市	县区		
豫	安阳市	410500	安阳市	地市级		
豫		410502	文峰区	县区		
豫		410503	北关区	县区		
豫		410505	殷都区	县区		
豫		410506	龙安区	县区		
豫		410522	安阳县	县区		
豫		410523	汤阴县	县区		
豫		410526	滑县	县区		
豫		410527	内黄县	县区		
豫		410581	林州市	县区		
豫	鹤壁市	410600	鹤壁市	地市级		
豫		410602	鹤山区	县区		
豫		410603	山城区	县区		
豫		410611	淇滨区	县区		
豫		410621	浚县	县区		
豫		410622	淇县	县区		
豫	新乡市	410700	新乡市	地市级		
豫		410702	红旗区	县区		
豫		410703	卫滨区	县区		
豫		410704	凤泉区	县区		
豫		410711	牧野区	县区		
豫		410721	新乡县	县区		
豫		410724	获嘉县	县区		
豫		410725	原阳县	县区		
豫		410726	延津县	县区		
豫		410727	封丘县	县区		
豫		410781	卫辉市	县区		
豫		410782	辉县市	县区		
豫		410783	长垣市	县区		
豫	焦作市	410800	焦作市	地市级		
豫		410802	解放区	县区		
豫		410803	中站区	县区		
豫		410804	马村区	县区		
豫		410811	山阳区	县区		
豫		410821	修武县	县区		
豫		410822	博爱县	县区		
豫		410823	武陟县	县区		
豫		410825	温县	县区		
豫		410882	沁阳市	县区		
豫		410883	孟州市	县区		
豫	濮阳市	410900	濮阳市	地市级		
豫		410902	华龙区	县区		
豫		410922	清丰县	县区		
豫		410923	南乐县	县区		
豫		410926	范县	县区		
豫		410927	台前县	县区		
豫		410928	濮阳县	县区		
豫	许昌市	411000	许昌市	地市级		
豫		411002	魏都区	县区		
豫		411003	建安区	县区		
豫		411024	鄢陵县	县区		
豫		411025	襄城县	县区		
豫		411081	禹州市	县区		
豫		411082	长葛市	县区		
豫	漯河市	411100	漯河市	地市级		
豫		411102	源汇区	县区		
豫		411103	郾城区	县区		
豫		411104	召陵区	县区		
豫		411121	舞阳县	县区		
豫		411122	临颍县	县区		
豫	三门峡市	411200	三门峡市	地市级		
豫		411202	湖滨区	县区		
豫		411203	陕州区	县区		
豫		411221	渑池县	县区		
豫		411224	卢氏县	县区		
豫		411281	义马市	县区		
豫		411282	灵宝市	县区		
豫	南阳市	411300	南阳市	地市级		
豫		411302	宛城区	县区		
豫		411303	卧龙区	县区		
豫		411321	南召县	县区		
豫		411322	方城县	县区		
豫		411323	西峡县	县区		
豫		411324	镇平县	县区		
豫		411325	内乡县	县区		
豫		411326	淅川县	县区		
豫		411327	社旗县	县区		
豫		411328	唐河县	县区		
豫		411329	新野县	县区		
豫		411330	桐柏县	县区		
豫		411381	邓州市	县区		
豫	商丘市	411400	商丘市	地市级		
豫		411402	梁园区	县区		
豫		411403	睢阳区	县区		
豫		411421	民权县	县区		
豫		411422	睢县	县区		
豫		411423	宁陵县	县区		
豫		411424	柘城县	县区		
豫		411425	虞城县	县区		
豫		411426	夏邑县	县区		
豫		411481	永城市	县区		
豫	信阳市	411500	信阳市	地市级		
豫		411502	浉河区	县区		
豫		411503	平桥区	县区		
豫		411521	罗山县	县区		
豫		411522	光山县	县区		
豫		411523	新县	县区		
豫		411524	商城县	县区		
豫		411525	固始县	县区		
豫		411526	潢川县	县区		
豫		411527	淮滨县	县区		
豫		411528	息县	县区		
豫	周口市	411600	周口市	地市级		
豫		411602	川汇区	县区		
豫		411603	淮阳区	县区		
豫		411621	扶沟县	县区		
豫		411622	西华县	县区		
豫		411623	商水县	县区		
豫		411624	沈丘县	县区		
豫		411625	郸城县	县区		
豫		411627	太康县	县区		
豫		411628	鹿邑县	县区		
豫		411681	项城市	县区		
豫	驻马店市	411700	驻马店市	地市级		
豫		411702	驿城区	县区		
豫		411721	西平县	县区		
豫		411722	上蔡县	县区		
豫		411723	平舆县	县区		
豫		411724	正阳县	县区		
豫		411725	确山县	县区		
豫		411726	泌阳县	县区		
豫		411727	汝南县	县区		
豫		411728	遂平县	县区		
豫		411729	新蔡县	县区		
豫		419001	济源市	县区		
鄂		420000	湖北省	省级		
鄂	武汉市	420100	武汉市	副省级	√	
鄂		420102	江岸区	县区		
鄂		420103	江汉区	县区		
鄂		420104	硚口区	县区		
鄂		420105	汉阳区	县区		
鄂		420106	武昌区	县区		
鄂		420107	青山区	县区		
鄂		420111	洪山区	县区		
鄂		420112	东西湖区	县区		
鄂		420113	汉南区	县区		
鄂		420114	蔡甸区	县区		
鄂		420115	江夏区	县区		
鄂		420116	黄陂区	县区		
鄂		420117	新洲区	县区		
鄂	黄石市	420200	黄石市	地市级		
鄂		420202	黄石港区	县区		
鄂		420203	西塞山区	县区		
鄂		420204	下陆区	县区		
鄂		420205	铁山区	县区		
鄂		420222	阳新县	县区		
鄂		420281	大冶市	县区		
鄂	十堰市	420300	十堰市	地市级		
鄂		420302	茅箭区	县区		
鄂		420303	张湾区	县区		
鄂		420304	郧阳区	县区		
鄂		420322	郧西县	县区		
鄂		420323	竹山县	县区		
鄂		420324	竹溪县	县区		
鄂		420325	房县	县区		
鄂		420381	丹江口市	县区		
鄂	宜昌市	420500	宜昌市	地市级		
鄂		420502	西陵区	县区		
鄂		420503	伍家岗区	县区		
鄂		420504	点军区	县区		
鄂		420505	猇亭区	县区		
鄂		420506	夷陵区	县区		
鄂		420525	远安县	县区		
鄂		420526	兴山县	县区		
鄂		420527	秭归县	县区		
鄂		420528	长阳土家族自治县	县区		
鄂		420529	五峰土家族自治县	县区		
鄂		420581	宜都市	县区		
鄂		420582	当阳市	县区		
鄂		420583	枝江市	县区		
鄂	襄阳市	420600	襄阳市	地市级		
鄂		420602	襄城区	县区		
鄂		420606	樊城区	县区		
鄂		420607	襄州区	县区		
鄂		420624	南漳县	县区		
鄂		420625	谷城县	县区		
鄂		420626	保康县	县区		
鄂		420682	老河口市	县区		
鄂		420683	枣阳市	县区		
鄂		420684	宜城市	县区		
鄂	鄂州市	420700	鄂州市	地市级		
鄂		420702	梁子湖区	县区		
鄂		420703	华容区	县区		
鄂		420704	鄂城区	县区		
鄂	荆门市	420800	荆门市	地市级		
鄂		420802	东宝区	县区		
鄂		420804	掇刀区	县区		
鄂		420822	沙洋县	县区		
鄂		420881	钟祥市	县区		
鄂		420882	京山市	县区		
鄂	孝感市	420900	孝感市	地市级		
鄂		420902	孝南区	县区		
鄂		420921	孝昌县	县区		
